level,task_id,task_path,task_name
level1,25,third_party/KernelBench/KernelBench/level1/25_Swish.py,25_Swish.py
level1,26,third_party/KernelBench/KernelBench/level1/26_GELU_.py,26_GELU_.py
level1,27,third_party/KernelBench/KernelBench/level1/27_SELU_.py,27_SELU_.py
level1,28,third_party/KernelBench/KernelBench/level1/28_HardSigmoid.py,28_HardSigmoid.py
level1,29,third_party/KernelBench/KernelBench/level1/29_Softplus.py,29_Softplus.py
level1,30,third_party/KernelBench/KernelBench/level1/30_Softsign.py,30_Softsign.py
level1,31,third_party/KernelBench/KernelBench/level1/31_ELU.py,31_ELU.py
level1,32,third_party/KernelBench/KernelBench/level1/32_HardTanh.py,32_HardTanh.py
level1,33,third_party/KernelBench/KernelBench/level1/33_BatchNorm.py,33_BatchNorm.py
level1,34,third_party/KernelBench/KernelBench/level1/34_InstanceNorm.py,34_InstanceNorm.py
level1,35,third_party/KernelBench/KernelBench/level1/35_GroupNorm_.py,35_GroupNorm_.py
level1,36,third_party/KernelBench/KernelBench/level1/36_RMSNorm_.py,36_RMSNorm_.py
level1,37,third_party/KernelBench/KernelBench/level1/37_FrobeniusNorm_.py,37_FrobeniusNorm_.py
level1,38,third_party/KernelBench/KernelBench/level1/38_L1Norm_.py,38_L1Norm_.py
level1,39,third_party/KernelBench/KernelBench/level1/39_L2Norm_.py,39_L2Norm_.py
level1,40,third_party/KernelBench/KernelBench/level1/40_LayerNorm.py,40_LayerNorm.py
level1,41,third_party/KernelBench/KernelBench/level1/41_Max_Pooling_1D.py,41_Max_Pooling_1D.py
level1,42,third_party/KernelBench/KernelBench/level1/42_Max_Pooling_2D.py,42_Max_Pooling_2D.py
level1,43,third_party/KernelBench/KernelBench/level1/43_Max_Pooling_3D.py,43_Max_Pooling_3D.py
level1,44,third_party/KernelBench/KernelBench/level1/44_Average_Pooling_1D.py,44_Average_Pooling_1D.py
level1,45,third_party/KernelBench/KernelBench/level1/45_Average_Pooling_2D.py,45_Average_Pooling_2D.py
level1,46,third_party/KernelBench/KernelBench/level1/46_Average_Pooling_3D.py,46_Average_Pooling_3D.py
level1,47,third_party/KernelBench/KernelBench/level1/47_Sum_reduction_over_a_dimension.py,47_Sum_reduction_over_a_dimension.py
level1,48,third_party/KernelBench/KernelBench/level1/48_Mean_reduction_over_a_dimension.py,48_Mean_reduction_over_a_dimension.py
level1,49,third_party/KernelBench/KernelBench/level1/49_Max_reduction_over_a_dimension.py,49_Max_reduction_over_a_dimension.py
level1,50,third_party/KernelBench/KernelBench/level1/50_conv_standard_2D__square_input__square_kernel.py,50_conv_standard_2D__square_input__square_kernel.py
level1,51,third_party/KernelBench/KernelBench/level1/51_Argmax_over_a_dimension.py,51_Argmax_over_a_dimension.py
level1,52,third_party/KernelBench/KernelBench/level1/52_Argmin_over_a_dimension.py,52_Argmin_over_a_dimension.py
level1,53,third_party/KernelBench/KernelBench/level1/53_Min_reduction_over_a_dimension.py,53_Min_reduction_over_a_dimension.py
level1,54,third_party/KernelBench/KernelBench/level1/54_conv_standard_3D__square_input__square_kernel.py,54_conv_standard_3D__square_input__square_kernel.py
level1,55,third_party/KernelBench/KernelBench/level1/55_conv_standard_2D__asymmetric_input__square_kernel.py,55_conv_standard_2D__asymmetric_input__square_kernel.py
level1,56,third_party/KernelBench/KernelBench/level1/56_conv_standard_2D__asymmetric_input__asymmetric_kernel.py,56_conv_standard_2D__asymmetric_input__asymmetric_kernel.py
level1,57,third_party/KernelBench/KernelBench/level1/57_conv_transposed_2D__square_input__square_kernel.py,57_conv_transposed_2D__square_input__square_kernel.py
level1,58,third_party/KernelBench/KernelBench/level1/58_conv_transposed_3D__asymmetric_input__asymmetric_kernel.py,58_conv_transposed_3D__asymmetric_input__asymmetric_kernel.py
level1,59,third_party/KernelBench/KernelBench/level1/59_conv_standard_3D__asymmetric_input__square_kernel.py,59_conv_standard_3D__asymmetric_input__square_kernel.py
level1,60,third_party/KernelBench/KernelBench/level1/60_conv_standard_3D__square_input__asymmetric_kernel.py,60_conv_standard_3D__square_input__asymmetric_kernel.py
level1,61,third_party/KernelBench/KernelBench/level1/61_conv_transposed_3D__square_input__square_kernel.py,61_conv_transposed_3D__square_input__square_kernel.py
level1,62,third_party/KernelBench/KernelBench/level1/62_conv_standard_2D__square_input__asymmetric_kernel.py,62_conv_standard_2D__square_input__asymmetric_kernel.py
level1,63,third_party/KernelBench/KernelBench/level1/63_conv_standard_2D__square_input__square_kernel.py,63_conv_standard_2D__square_input__square_kernel.py
level1,64,third_party/KernelBench/KernelBench/level1/64_conv_transposed_1D.py,64_conv_transposed_1D.py
level1,65,third_party/KernelBench/KernelBench/level1/65_conv_transposed_2D__square_input__asymmetric_kernel.py,65_conv_transposed_2D__square_input__asymmetric_kernel.py
level1,66,third_party/KernelBench/KernelBench/level1/66_conv_standard_3D__asymmetric_input__asymmetric_kernel.py,66_conv_standard_3D__asymmetric_input__asymmetric_kernel.py
level1,67,third_party/KernelBench/KernelBench/level1/67_conv_standard_1D.py,67_conv_standard_1D.py
level1,68,third_party/KernelBench/KernelBench/level1/68_conv_transposed_3D__square_input__asymmetric_kernel.py,68_conv_transposed_3D__square_input__asymmetric_kernel.py
level1,69,third_party/KernelBench/KernelBench/level1/69_conv_transposed_2D__asymmetric_input__asymmetric_kernel.py,69_conv_transposed_2D__asymmetric_input__asymmetric_kernel.py
level1,70,third_party/KernelBench/KernelBench/level1/70_conv_transposed_3D__asymmetric_input__square_kernel.py,70_conv_transposed_3D__asymmetric_input__square_kernel.py
level1,71,third_party/KernelBench/KernelBench/level1/71_conv_transposed_2D__asymmetric_input__square_kernel.py,71_conv_transposed_2D__asymmetric_input__square_kernel.py
level1,72,third_party/KernelBench/KernelBench/level1/72_conv_transposed_3D_asymmetric_input_asymmetric_kernel___strided_padded_grouped_.py,72_conv_transposed_3D_asymmetric_input_asymmetric_kernel___strided_padded_grouped_.py
level1,73,third_party/KernelBench/KernelBench/level1/73_conv_transposed_3D_asymmetric_input_square_kernel__strided_padded__grouped.py,73_conv_transposed_3D_asymmetric_input_square_kernel__strided_padded__grouped.py
level1,74,third_party/KernelBench/KernelBench/level1/74_conv_transposed_1D_dilated.py,74_conv_transposed_1D_dilated.py
level1,75,third_party/KernelBench/KernelBench/level1/75_conv_transposed_2D_asymmetric_input_asymmetric_kernel_strided__grouped____padded____dilated__.py,75_conv_transposed_2D_asymmetric_input_asymmetric_kernel_strided__grouped____padded____dilated__.py
level1,76,third_party/KernelBench/KernelBench/level1/76_conv_standard_1D_dilated_strided__.py,76_conv_standard_1D_dilated_strided__.py
level1,77,third_party/KernelBench/KernelBench/level1/77_conv_transposed_3D_square_input_square_kernel___padded____dilated____strided__.py,77_conv_transposed_3D_square_input_square_kernel___padded____dilated____strided__.py
level1,78,third_party/KernelBench/KernelBench/level1/78_conv_transposed_2D_asymmetric_input_asymmetric_kernel___padded__.py,78_conv_transposed_2D_asymmetric_input_asymmetric_kernel___padded__.py
level1,79,third_party/KernelBench/KernelBench/level1/79_conv_transposed_1D_asymmetric_input_square_kernel___padded____strided____dilated__.py,79_conv_transposed_1D_asymmetric_input_square_kernel___padded____strided____dilated__.py
level1,80,third_party/KernelBench/KernelBench/level1/80_conv_standard_2D_square_input_asymmetric_kernel___dilated____padded__.py,80_conv_standard_2D_square_input_asymmetric_kernel___dilated____padded__.py
level1,81,third_party/KernelBench/KernelBench/level1/81_conv_transposed_2D_asymmetric_input_square_kernel___dilated____padded____strided__.py,81_conv_transposed_2D_asymmetric_input_square_kernel___dilated____padded____strided__.py
level1,82,third_party/KernelBench/KernelBench/level1/82_conv_depthwise_2D_square_input_square_kernel.py,82_conv_depthwise_2D_square_input_square_kernel.py
level1,83,third_party/KernelBench/KernelBench/level1/83_conv_depthwise_2D_square_input_asymmetric_kernel.py,83_conv_depthwise_2D_square_input_asymmetric_kernel.py
level1,84,third_party/KernelBench/KernelBench/level1/84_conv_depthwise_2D_asymmetric_input_square_kernel.py,84_conv_depthwise_2D_asymmetric_input_square_kernel.py
level1,85,third_party/KernelBench/KernelBench/level1/85_conv_depthwise_2D_asymmetric_input_asymmetric_kernel.py,85_conv_depthwise_2D_asymmetric_input_asymmetric_kernel.py
level1,86,third_party/KernelBench/KernelBench/level1/86_conv_depthwise_separable_2D.py,86_conv_depthwise_separable_2D.py
level1,87,third_party/KernelBench/KernelBench/level1/87_conv_pointwise_2D.py,87_conv_pointwise_2D.py
level1,88,third_party/KernelBench/KernelBench/level1/88_MinGPTNewGelu.py,88_MinGPTNewGelu.py
level1,89,third_party/KernelBench/KernelBench/level1/89_cumsum.py,89_cumsum.py
level1,90,third_party/KernelBench/KernelBench/level1/90_cumprod.py,90_cumprod.py
level1,91,third_party/KernelBench/KernelBench/level1/91_cumsum_reverse.py,91_cumsum_reverse.py
level1,92,third_party/KernelBench/KernelBench/level1/92_cumsum_exclusive.py,92_cumsum_exclusive.py
level1,93,third_party/KernelBench/KernelBench/level1/93_masked_cumsum.py,93_masked_cumsum.py
level1,94,third_party/KernelBench/KernelBench/level1/94_MSELoss.py,94_MSELoss.py
level1,95,third_party/KernelBench/KernelBench/level1/95_CrossEntropyLoss.py,95_CrossEntropyLoss.py
level1,96,third_party/KernelBench/KernelBench/level1/96_HuberLoss.py,96_HuberLoss.py
level1,97,third_party/KernelBench/KernelBench/level1/97_ScaledDotProductAttention.py,97_ScaledDotProductAttention.py
level1,98,third_party/KernelBench/KernelBench/level1/98_KLDivLoss.py,98_KLDivLoss.py
level1,99,third_party/KernelBench/KernelBench/level1/99_TripletMarginLoss.py,99_TripletMarginLoss.py
level1,100,third_party/KernelBench/KernelBench/level1/100_HingeLoss.py,100_HingeLoss.py
level2,1,third_party/KernelBench/KernelBench/level2/1_Conv2D_ReLU_BiasAdd.py,1_Conv2D_ReLU_BiasAdd.py
level2,2,third_party/KernelBench/KernelBench/level2/2_ConvTranspose2d_BiasAdd_Clamp_Scaling_Clamp_Divide.py,2_ConvTranspose2d_BiasAdd_Clamp_Scaling_Clamp_Divide.py
level2,3,third_party/KernelBench/KernelBench/level2/3_ConvTranspose3d_Sum_LayerNorm_AvgPool_GELU.py,3_ConvTranspose3d_Sum_LayerNorm_AvgPool_GELU.py
level2,4,third_party/KernelBench/KernelBench/level2/4_Conv2d_Mish_Mish.py,4_Conv2d_Mish_Mish.py
level2,5,third_party/KernelBench/KernelBench/level2/5_ConvTranspose2d_Subtract_Tanh.py,5_ConvTranspose2d_Subtract_Tanh.py
level2,6,third_party/KernelBench/KernelBench/level2/6_Conv3d_Softmax_MaxPool_MaxPool.py,6_Conv3d_Softmax_MaxPool_MaxPool.py
level2,7,third_party/KernelBench/KernelBench/level2/7_Conv3d_ReLU_LeakyReLU_GELU_Sigmoid_BiasAdd.py,7_Conv3d_ReLU_LeakyReLU_GELU_Sigmoid_BiasAdd.py
level2,8,third_party/KernelBench/KernelBench/level2/8_Conv3d_Divide_Max_GlobalAvgPool_BiasAdd_Sum.py,8_Conv3d_Divide_Max_GlobalAvgPool_BiasAdd_Sum.py
level2,9,third_party/KernelBench/KernelBench/level2/9_Matmul_Subtract_Multiply_ReLU.py,9_Matmul_Subtract_Multiply_ReLU.py
level2,10,third_party/KernelBench/KernelBench/level2/10_ConvTranspose2d_MaxPool_Hardtanh_Mean_Tanh.py,10_ConvTranspose2d_MaxPool_Hardtanh_Mean_Tanh.py
level2,11,third_party/KernelBench/KernelBench/level2/11_ConvTranspose2d_BatchNorm_Tanh_MaxPool_GroupNorm.py,11_ConvTranspose2d_BatchNorm_Tanh_MaxPool_GroupNorm.py
level2,12,third_party/KernelBench/KernelBench/level2/12_Gemm_Multiply_LeakyReLU.py,12_Gemm_Multiply_LeakyReLU.py
level2,13,third_party/KernelBench/KernelBench/level2/13_ConvTranspose3d_Mean_Add_Softmax_Tanh_Scaling.py,13_ConvTranspose3d_Mean_Add_Softmax_Tanh_Scaling.py
level2,14,third_party/KernelBench/KernelBench/level2/14_Gemm_Divide_Sum_Scaling.py,14_Gemm_Divide_Sum_Scaling.py
level2,15,third_party/KernelBench/KernelBench/level2/15_ConvTranspose3d_BatchNorm_Subtract.py,15_ConvTranspose3d_BatchNorm_Subtract.py
level2,16,third_party/KernelBench/KernelBench/level2/16_ConvTranspose2d_Mish_Add_Hardtanh_Scaling.py,16_ConvTranspose2d_Mish_Add_Hardtanh_Scaling.py
level2,17,third_party/KernelBench/KernelBench/level2/17_Conv2d_InstanceNorm_Divide.py,17_Conv2d_InstanceNorm_Divide.py
level2,18,third_party/KernelBench/KernelBench/level2/18_Matmul_Sum_Max_AvgPool_LogSumExp_LogSumExp.py,18_Matmul_Sum_Max_AvgPool_LogSumExp_LogSumExp.py
level2,19,third_party/KernelBench/KernelBench/level2/19_ConvTranspose2d_GELU_GroupNorm.py,19_ConvTranspose2d_GELU_GroupNorm.py
level2,20,third_party/KernelBench/KernelBench/level2/20_ConvTranspose3d_Sum_ResidualAdd_Multiply_ResidualAdd.py,20_ConvTranspose3d_Sum_ResidualAdd_Multiply_ResidualAdd.py
level2,21,third_party/KernelBench/KernelBench/level2/21_Conv2d_Add_Scale_Sigmoid_GroupNorm.py,21_Conv2d_Add_Scale_Sigmoid_GroupNorm.py
level2,22,third_party/KernelBench/KernelBench/level2/22_Matmul_Scale_ResidualAdd_Clamp_LogSumExp_Mish.py,22_Matmul_Scale_ResidualAdd_Clamp_LogSumExp_Mish.py
level2,23,third_party/KernelBench/KernelBench/level2/23_Conv3d_GroupNorm_Mean.py,23_Conv3d_GroupNorm_Mean.py
level2,24,third_party/KernelBench/KernelBench/level2/24_Conv3d_Min_Softmax.py,24_Conv3d_Min_Softmax.py
level2,25,third_party/KernelBench/KernelBench/level2/25_Conv2d_Min_Tanh_Tanh.py,25_Conv2d_Min_Tanh_Tanh.py
level2,26,third_party/KernelBench/KernelBench/level2/26_ConvTranspose3d_Add_HardSwish.py,26_ConvTranspose3d_Add_HardSwish.py
level2,27,third_party/KernelBench/KernelBench/level2/27_Conv3d_HardSwish_GroupNorm_Mean.py,27_Conv3d_HardSwish_GroupNorm_Mean.py
level2,28,third_party/KernelBench/KernelBench/level2/28_BMM_InstanceNorm_Sum_ResidualAdd_Multiply.py,28_BMM_InstanceNorm_Sum_ResidualAdd_Multiply.py
level2,29,third_party/KernelBench/KernelBench/level2/29_Matmul_Mish_Mish.py,29_Matmul_Mish_Mish.py
level2,30,third_party/KernelBench/KernelBench/level2/30_Gemm_GroupNorm_Hardtanh.py,30_Gemm_GroupNorm_Hardtanh.py
level2,31,third_party/KernelBench/KernelBench/level2/31_Conv2d_Min_Add_Multiply.py,31_Conv2d_Min_Add_Multiply.py
level2,32,third_party/KernelBench/KernelBench/level2/32_Conv2d_Scaling_Min.py,32_Conv2d_Scaling_Min.py
level2,33,third_party/KernelBench/KernelBench/level2/33_Gemm_Scale_BatchNorm.py,33_Gemm_Scale_BatchNorm.py
level2,34,third_party/KernelBench/KernelBench/level2/34_ConvTranspose3d_LayerNorm_GELU_Scaling.py,34_ConvTranspose3d_LayerNorm_GELU_Scaling.py
level2,35,third_party/KernelBench/KernelBench/level2/35_Conv2d_Subtract_HardSwish_MaxPool_Mish.py,35_Conv2d_Subtract_HardSwish_MaxPool_Mish.py
level2,36,third_party/KernelBench/KernelBench/level2/36_ConvTranspose2d_Min_Sum_GELU_Add.py,36_ConvTranspose2d_Min_Sum_GELU_Add.py
level2,37,third_party/KernelBench/KernelBench/level2/37_Matmul_Swish_Sum_GroupNorm.py,37_Matmul_Swish_Sum_GroupNorm.py
level2,38,third_party/KernelBench/KernelBench/level2/38_ConvTranspose3d_AvgPool_Clamp_Softmax_Multiply.py,38_ConvTranspose3d_AvgPool_Clamp_Softmax_Multiply.py
level2,39,third_party/KernelBench/KernelBench/level2/39_Gemm_Scale_BatchNorm.py,39_Gemm_Scale_BatchNorm.py
level2,40,third_party/KernelBench/KernelBench/level2/40_Matmul_Scaling_ResidualAdd.py,40_Matmul_Scaling_ResidualAdd.py
level2,41,third_party/KernelBench/KernelBench/level2/41_Gemm_BatchNorm_GELU_ReLU.py,41_Gemm_BatchNorm_GELU_ReLU.py
level2,42,third_party/KernelBench/KernelBench/level2/42_ConvTranspose2d_GlobalAvgPool_BiasAdd_LogSumExp_Sum_Multiply.py,42_ConvTranspose2d_GlobalAvgPool_BiasAdd_LogSumExp_Sum_Multiply.py
level2,43,third_party/KernelBench/KernelBench/level2/43_Conv3d_Max_LogSumExp_ReLU.py,43_Conv3d_Max_LogSumExp_ReLU.py
level2,44,third_party/KernelBench/KernelBench/level2/44_ConvTranspose2d_Multiply_GlobalAvgPool_GlobalAvgPool_Mean.py,44_ConvTranspose2d_Multiply_GlobalAvgPool_GlobalAvgPool_Mean.py
level2,45,third_party/KernelBench/KernelBench/level2/45_Gemm_Sigmoid_LogSumExp.py,45_Gemm_Sigmoid_LogSumExp.py
level2,46,third_party/KernelBench/KernelBench/level2/46_Conv2d_Subtract_Tanh_Subtract_AvgPool.py,46_Conv2d_Subtract_Tanh_Subtract_AvgPool.py
level2,47,third_party/KernelBench/KernelBench/level2/47_Conv3d_Mish_Tanh.py,47_Conv3d_Mish_Tanh.py
level2,48,third_party/KernelBench/KernelBench/level2/48_Conv3d_Scaling_Tanh_Multiply_Sigmoid.py,48_Conv3d_Scaling_Tanh_Multiply_Sigmoid.py
level2,49,third_party/KernelBench/KernelBench/level2/49_ConvTranspose3d_Softmax_Sigmoid.py,49_ConvTranspose3d_Softmax_Sigmoid.py
level2,50,third_party/KernelBench/KernelBench/level2/50_ConvTranspose3d_Scaling_AvgPool_BiasAdd_Scaling.py,50_ConvTranspose3d_Scaling_AvgPool_BiasAdd_Scaling.py
level2,51,third_party/KernelBench/KernelBench/level2/51_Gemm_Subtract_GlobalAvgPool_LogSumExp_GELU_ResidualAdd.py,51_Gemm_Subtract_GlobalAvgPool_LogSumExp_GELU_ResidualAdd.py
level2,52,third_party/KernelBench/KernelBench/level2/52_Conv2d_Activation_BatchNorm.py,52_Conv2d_Activation_BatchNorm.py
level2,53,third_party/KernelBench/KernelBench/level2/53_Gemm_Scaling_Hardtanh_GELU.py,53_Gemm_Scaling_Hardtanh_GELU.py
level2,54,third_party/KernelBench/KernelBench/level2/54_Conv2d_Multiply_LeakyReLU_GELU.py,54_Conv2d_Multiply_LeakyReLU_GELU.py
level2,55,third_party/KernelBench/KernelBench/level2/55_Matmul_MaxPool_Sum_Scale.py,55_Matmul_MaxPool_Sum_Scale.py
level2,56,third_party/KernelBench/KernelBench/level2/56_Matmul_Sigmoid_Sum.py,56_Matmul_Sigmoid_Sum.py
level2,57,third_party/KernelBench/KernelBench/level2/57_Conv2d_ReLU_HardSwish.py,57_Conv2d_ReLU_HardSwish.py
level2,58,third_party/KernelBench/KernelBench/level2/58_ConvTranspose3d_LogSumExp_HardSwish_Subtract_Clamp.py,58_ConvTranspose3d_LogSumExp_HardSwish_Subtract_Clamp.py
level2,59,third_party/KernelBench/KernelBench/level2/59_Matmul_Swish_Scaling.py,59_Matmul_Swish_Scaling.py
level2,60,third_party/KernelBench/KernelBench/level2/60_ConvTranspose3d_Swish_GroupNorm_HardSwish.py,60_ConvTranspose3d_Swish_GroupNorm_HardSwish.py
level2,61,third_party/KernelBench/KernelBench/level2/61_ConvTranspose3d_ReLU_GroupNorm.py,61_ConvTranspose3d_ReLU_GroupNorm.py
level2,62,third_party/KernelBench/KernelBench/level2/62_Matmul_GroupNorm_LeakyReLU_Sum.py,62_Matmul_GroupNorm_LeakyReLU_Sum.py
level2,63,third_party/KernelBench/KernelBench/level2/63_Gemm_ReLU_Divide.py,63_Gemm_ReLU_Divide.py
level2,64,third_party/KernelBench/KernelBench/level2/64_Gemm_LogSumExp_LeakyReLU_LeakyReLU_GELU_GELU.py,64_Gemm_LogSumExp_LeakyReLU_LeakyReLU_GELU_GELU.py
level2,65,third_party/KernelBench/KernelBench/level2/65_Conv2d_AvgPool_Sigmoid_Sum.py,65_Conv2d_AvgPool_Sigmoid_Sum.py
level2,66,third_party/KernelBench/KernelBench/level2/66_Matmul_Dropout_Softmax.py,66_Matmul_Dropout_Softmax.py
level2,67,third_party/KernelBench/KernelBench/level2/67_Conv2d_GELU_GlobalAvgPool.py,67_Conv2d_GELU_GlobalAvgPool.py
level2,68,third_party/KernelBench/KernelBench/level2/68_Matmul_Min_Subtract.py,68_Matmul_Min_Subtract.py
level2,69,third_party/KernelBench/KernelBench/level2/69_Conv2d_HardSwish_ReLU.py,69_Conv2d_HardSwish_ReLU.py
level2,70,third_party/KernelBench/KernelBench/level2/70_Gemm_Sigmoid_Scaling_ResidualAdd.py,70_Gemm_Sigmoid_Scaling_ResidualAdd.py
level2,71,third_party/KernelBench/KernelBench/level2/71_Conv2d_Divide_LeakyReLU.py,71_Conv2d_Divide_LeakyReLU.py
level2,72,third_party/KernelBench/KernelBench/level2/72_ConvTranspose3d_BatchNorm_AvgPool_AvgPool.py,72_ConvTranspose3d_BatchNorm_AvgPool_AvgPool.py
level2,73,third_party/KernelBench/KernelBench/level2/73_Conv2d_BatchNorm_Scaling.py,73_Conv2d_BatchNorm_Scaling.py
level2,74,third_party/KernelBench/KernelBench/level2/74_ConvTranspose3d_LeakyReLU_Multiply_LeakyReLU_Max.py,74_ConvTranspose3d_LeakyReLU_Multiply_LeakyReLU_Max.py
level2,75,third_party/KernelBench/KernelBench/level2/75_Gemm_GroupNorm_Min_BiasAdd.py,75_Gemm_GroupNorm_Min_BiasAdd.py
level2,76,third_party/KernelBench/KernelBench/level2/76_Gemm_Add_ReLU.py,76_Gemm_Add_ReLU.py
level2,77,third_party/KernelBench/KernelBench/level2/77_ConvTranspose3d_Scale_BatchNorm_GlobalAvgPool.py,77_ConvTranspose3d_Scale_BatchNorm_GlobalAvgPool.py
level2,78,third_party/KernelBench/KernelBench/level2/78_ConvTranspose3d_Max_Max_Sum.py,78_ConvTranspose3d_Max_Max_Sum.py
level2,79,third_party/KernelBench/KernelBench/level2/79_Conv3d_Multiply_InstanceNorm_Clamp_Multiply_Max.py,79_Conv3d_Multiply_InstanceNorm_Clamp_Multiply_Max.py
level2,80,third_party/KernelBench/KernelBench/level2/80_Gemm_Max_Subtract_GELU.py,80_Gemm_Max_Subtract_GELU.py
level2,81,third_party/KernelBench/KernelBench/level2/81_Gemm_Swish_Divide_Clamp_Tanh_Clamp.py,81_Gemm_Swish_Divide_Clamp_Tanh_Clamp.py
level2,82,third_party/KernelBench/KernelBench/level2/82_Conv2d_Tanh_Scaling_BiasAdd_Max.py,82_Conv2d_Tanh_Scaling_BiasAdd_Max.py
level2,83,third_party/KernelBench/KernelBench/level2/83_Conv3d_GroupNorm_Min_Clamp_Dropout.py,83_Conv3d_GroupNorm_Min_Clamp_Dropout.py
level2,84,third_party/KernelBench/KernelBench/level2/84_Gemm_BatchNorm_Scaling_Softmax.py,84_Gemm_BatchNorm_Scaling_Softmax.py
level2,85,third_party/KernelBench/KernelBench/level2/85_Conv2d_GroupNorm_Scale_MaxPool_Clamp.py,85_Conv2d_GroupNorm_Scale_MaxPool_Clamp.py
level2,86,third_party/KernelBench/KernelBench/level2/86_Matmul_Divide_GELU.py,86_Matmul_Divide_GELU.py
level2,87,third_party/KernelBench/KernelBench/level2/87_Conv2d_Subtract_Subtract_Mish.py,87_Conv2d_Subtract_Subtract_Mish.py
level2,88,third_party/KernelBench/KernelBench/level2/88_Gemm_GroupNorm_Swish_Multiply_Swish.py,88_Gemm_GroupNorm_Swish_Multiply_Swish.py
level2,89,third_party/KernelBench/KernelBench/level2/89_ConvTranspose3d_MaxPool_Softmax_Subtract_Swish_Max.py,89_ConvTranspose3d_MaxPool_Softmax_Subtract_Swish_Max.py
level2,90,third_party/KernelBench/KernelBench/level2/90_Conv3d_LeakyReLU_Sum_Clamp_GELU.py,90_Conv3d_LeakyReLU_Sum_Clamp_GELU.py
level2,91,third_party/KernelBench/KernelBench/level2/91_ConvTranspose2d_Softmax_BiasAdd_Scaling_Sigmoid.py,91_ConvTranspose2d_Softmax_BiasAdd_Scaling_Sigmoid.py
level2,92,third_party/KernelBench/KernelBench/level2/92_Conv2d_GroupNorm_Tanh_HardSwish_ResidualAdd_LogSumExp.py,92_Conv2d_GroupNorm_Tanh_HardSwish_ResidualAdd_LogSumExp.py
level2,93,third_party/KernelBench/KernelBench/level2/93_ConvTranspose2d_Add_Min_GELU_Multiply.py,93_ConvTranspose2d_Add_Min_GELU_Multiply.py
level2,94,third_party/KernelBench/KernelBench/level2/94_Gemm_BiasAdd_Hardtanh_Mish_GroupNorm.py,94_Gemm_BiasAdd_Hardtanh_Mish_GroupNorm.py
level2,95,third_party/KernelBench/KernelBench/level2/95_Matmul_Add_Swish_Tanh_GELU_Hardtanh.py,95_Matmul_Add_Swish_Tanh_GELU_Hardtanh.py
